species_key	display_name	phylum	n_proteins_with_lcr	n_proteins_with_terminal_lcr	pct_proteins_terminal	binomial_p	significant
bemisia_tabaci_uganda1	Bemisia tabaci	Insecta	327	75	22.94	0.0	True
besnoitia_besnoiti_gca_002563875	Besnoitia besnoiti str. Bb-Ger1	Apicomplexa	227	48	21.15	1e-06	True
beta_vulgaris	Beta vulgaris	Viridiplantae	1350	287	21.26	0.0	True
bicyclus_anynana_gca947172395v1	Bicyclus anynana	Insecta	585	121	20.68	0.0	True
bifidobacterium_longum_ncc2705_gca_000007525	Bifidobacterium longum NCC2705	Bacteria	24	5	20.83	0.085075	False
bigelowiella_natans	Bigelowiella natans	Rhizaria	3413	567	16.61	0.0	True
biomphalaria_glabrata_gca947242115v1rs	Biomphalaria glabrata	Mollusca	744	150	20.16	0.0	True
blastocystis_hominis_gca_000151665	Blastocystis hominis str. Singapore isolate B	Protist	188	29	15.43	0.012576	True
bolinopsis_microptera	Bolinopsis microptera	Ctenophora	526	121	23.0	0.0	True
bombus_affinis_gca024516045v2rs	Bombus affinis	Insecta	670	125	18.66	0.0	True
bombus_huntii_gca024542735v1rs	Bombus huntii	Insecta	759	116	15.28	3e-06	True
bombus_impatiens	Bombus impatiens	Insecta	717	128	17.85	0.0	True
bombus_terrestris_gca910591885v2	Bombus terrestris	Insecta	771	118	15.3	3e-06	True
bombus_vancouverensis_gca011952275v1rs	Bombus vancouverensis nearcticus	Insecta	672	120	17.86	0.0	True
bombyx_mandarina_gca003987935v1rs	Bombyx mandarina	Insecta	437	83	18.99	0.0	True
bombyx_mori_gca030269925v1rs	Bombyx mori	Insecta	469	100	21.32	0.0	True
borrelia_burgdorferi	Borrelia burgdorferi	Bacteria	6	2	33.33	0.114265	False
borreliella_burgdorferi_b31_gca_000008685	Borreliella burgdorferi B31	Bacteria	6	2	33.33	0.114265	False
brachionus_plicatilis	Brachionus plicatilis	Rotifera	1187	164	13.82	1.8e-05	True
brachypodium_distachyon	Brachypodium distachyon	Viridiplantae	2356	689	29.24	0.0	True
bradyrhizobium_diazoefficiens_usda_110_gca_000011365	Bradyrhizobium diazoefficiens USDA 110	Bacteria	79	15	18.99	0.011026	True
bradysia_coprophila_gca014529535v1rs	Bradysia coprophila	Insecta	654	133	20.34	0.0	True
branchiostoma_lanceolatum	Branchiostoma lanceolatum	Chordata	1073	175	16.31	0.0	True
brassica_juncea	Brassica juncea	Viridiplantae	4034	870	21.57	0.0	True
brassica_napus	Brassica napus	Viridiplantae	4878	1156	23.7	0.0	True
brassica_oleracea	Brassica oleracea	Viridiplantae	2985	635	21.27	0.0	True
brassica_rapa_ro18	Brassica rapa R-o-18	Viridiplantae	2227	503	22.59	0.0	True
brucella_abortus_bv_1_str_9_941_gca_000008145	Brucella abortus bv. 1 str. 9-941	Bacteria	23	6	26.09	0.022608	True
brugia_malayi	Brugia malayi	Nematoda	546	100	18.32	0.0	True
buchnera_aphidicola_str_aps_acyrthosiphon_pisum__gca_000009605	Buchnera aphidicola str. APS	Bacteria	2	1	50.0	0.19	False
burkholderia_pseudomallei_1710b_gca_000012785	Burkholderia pseudomallei 1710b	Bacteria	70	23	32.86	0.0	True
caenorhabditis_brenneri	Caenorhabditis brenneri	Nematoda	1201	281	23.4	0.0	True
